324,487,2834,10160,4178,7612,8030,6245,1987,3409,6966
325,1818,6878,8189,8698,11378,10211,5285,5325,2805,5116
326,10122,4491,3053,10730,879,3210,8780,9717,10227,2055
327,703,3282,10230,2202,10871,4371,2051,5508,7175,10262
328,67,10513,7612,10873,10026,6719,10180,461,7578,5673
329,7455,7054,5630,8919,4069,12088,8222,2123,441,4977
330,3013,2246,9910,10158,44,6660,5330,2245,761,9189
331,2369,2206,2974,11831,9865,6814,349,56,6810,10265
332,5467,5070,1338,430,1163,2380,7454,9939,6016,3352
333,7455,9119,2680,551,7351,1555,2202,9743,55,8826
334,9216,3767,31,7295,2084,9083,9868,9695,8902,9324
335,629,4185,307,1612,7464,7285,8968,6814,10072,1723
336,5630,7502,6888,7744,7055,2160,7053,9739,8189,8196
337,8559,11779,7008,645,10159,8441,8450,12247,11440,8584
338,6967,3728,505,3607,414,11020,7453,614,303,1422
339,8634,4364,1236,5876,1706,9706,685,6698,7204,11772
340,6,7057,8976,7579,447,7007,8539,8540,1578,412
341,7193,10513,5145,11020,9993,11734,54,2904,8991,5411
342,7262,6147,44,9804,8794,6213,1378,1035,10598,7887
343,1952,23,9724,8916,9941,1729,4023,4578,8394,7648
344,1089,4364,10186,10989,7250,432,3391,11020,1436,1629
345,372,8139,10122,6992,560,8243,12029,11431,9003,10584
346,1233,487,8010,1607,4371,1257,2163,8569,11977,12111
347,1345,31,9370,9535,7768,742,4332,1596,6971,9551
348,2680,6693,9370,1540,7876,2371,6940,2303,8674,3720
349,2823,304,10794,1168,8966,47,7749,9215,864,510
350,288,758,206,5469,5330,7874,1172,10265,7264,10606
351,7242,570,1188,6761,7356,6179,9594,11009,7729,5930
352,7878,653,56,9083,9526,9795,7254,1418,12119,1197
353,10265,10876,7368,10263,1271,3055,11945,4922,9104,6068
354,1442,4682,1237,8720,715,11312,1729,5039,9165,6932
355,67,10165,296,8162,6688,3409,9708,7889,3080,1121
356,4186,8192,1034,5611,11343,3391,7115,1977,9721,2635
357,4593,5036,7356,1757,855,1826,2133,887,2414,96
358,4395,7356,6311,10731,2131,10072,552,6843,1091,2155
359,1204,9838,11960,179,1176,1257,6698,12075,4585,9184
360,1199,1555,9370,1149,150,3081,1323,4348,10357,9007
361,206,752,3672,10365,11782,1378,2051,6839,5932,1144
362,8729,4986,3816,7878,11923,3918,9765,5578,1385,4941
363,4642,1018,10794,4178,213,10042,8222,9998,2428,1672
364,10836,1657,511,4570,7867,1784,12216,899,588,177
365,7271,304,5630,7760,6519,8141,2102,7453,4585,799
366,9784,3342,2701,570,8966,8162,198,1249,594,3607
367,9781,5706,5091,10160,10230,10072,855,681,8660,6821
368,2115,520,9896,7356,8830,10360,10042,10736,5507,144
369,787,10859,10235,4882,5084,691,6186,8105,9698,11728
370,6012,2844,6839,1201,5717,1728,9088,12010,9007,4498
371,2246,13259,11019,10157,9443,6763,8570,9898,4338,12012
372,6972,300,1388,10605,476,10875,349,7241,1155,521
373,462,450,552,647,205,689,12011,464,9184,6233
374,1847,3342,7660,47,12033,8965,6675,299,11733,3192
375,2823,5836,5096,962,6037,8659,1838,871,6664,10614
376,1657,5942,1826,5330,1661,3375,1710,9956,1648,4476
377,9799,1834,10730,6187,9526,8847,4982,8224,6100,12311
378,8729,6967,8986,8767,8119,5561,10072,1540,861,6005
379,67,5830,9314,300,10859,7807,178,5332,9091,1144
380,2285,4884,658,2298,10186,221,4531,8968,11441,8806
381,2285,5832,1838,9724,1654,300,9721,613,1040,10731
382,7262,8930,3153,12215,5877,7861,10897,1099,11166,5710
383,7661,2987,6947,7130,551,8110,6179,1744,1163,4332
384,4083,9838,10360,1847,11734,13261,3013,4070,9602,1711
385,1752,430,6703,12315,8794,1958,8167,98,1535,3098
386,9907,7295,9176,7279,4476,7154,413,2881,6661,7126
387,6652,2328,7348,6263,10035,337,1323,4002,689,4827
388,5812,8967,8109,12019,10644,10793,5411,10181,11232,250
389,7661,10158,8968,5332,10070,540,9024,1163,10361,12087
390,5838,7099,5094,7529,5070,11771,5068,12099,2366,4635
391,10511,7112,87,150,1328,5561,6664,1710,433,6660
392,1246,11831,7119,5271,2202,8660,2160,2881,8196,1091
393,2987,1130,5872,7147,10275,7889,12216,8963,8846,6233
394,1031,1046,7250,1638,7359,7000,301,8393,3371,1434
395,7117,7593,9271,10610,9940,11522,5651,143,8917,5543
396,5758,4331,31,1536,7758,4371,6144,1596,9872,4396
397,5942,6761,1172,2834,6263,6012,8030,12214,9274,8931
398,629,1394,2369,5928,10794,1467,6263,3814,7076,11998
399,4185,5836,7661,4364,4178,7138,715,9164,7255,10873
400,5632,270,5873,518,7825,570,2925,9347,7807,8796
401,5036,1288,5872,179,855,7147,7807,1378,4853,10273
402,2823,10751,28,1602,1298,7353,1590,2833,8539,7657
403,14,5640,4395,7271,6148,3672,7983,7203,1977,10605
404,10122,10186,6790,8468,10179,11987,9788,5793,10845,9796
405,7246,5106,1838,3342,6014,7205,4883,10043,277,4906
406,5091,9390,10035,10924,4469,7249,2245,1542,10577,3264
407,108,1059,10141,11747,7072,8959,5793,7984,8848,46
408,8831,8192,11774,8930,1137,8120,10360,3210,8799,2843
409,6748,5332,88,275,1091,8758,7891,8572,6145,6843
410,2241,7455,5067,6151,10989,6669,1977,10227,9871,1098
411,8922,7464,1683,300,1027,7351,1776,12083,1209,9711
412,5067,6972,871,1536,1607,7053,213,121,1955,11021
413,2987,4884,1431,6183,160,1911,10782,1329,5841,3719
414,1255,3817,7295,10235,9594,8189,9739,10264,411,8693
415,1246,9216,295,837,150,8016,10129,6666,8517,10484
416,5811,9871,3672,1834,6688,11440,5511,12315,713,736
417,31,4611,1845,10924,8105,10512,433,1120,898,5325
418,7248,2094,1172,6688,6183,8660,10900,11763,5967,8817
419,5628,8919,5338,9009,4088,10129,5689,301,10363,6100
420,5812,67,8116,1236,2672,1296,1363,12293,583,6262
421,288,393,7130,6888,7278,2095,4398,3375,7716,9006
422,10165,5640,997,1204,5611,7347,11738,11566,10271,3021
423,5845,206,1359,8193,7053,7282,432,2129,10126,478
424,6147,20,551,12118,9941,2222,6038,9180,1474,8805
425,6318,1924,7053,179,727,1200,8796,9009,8189,11522
426,1612,3282,1828,1375,3607,10070,8934,7140,2844,1257
427,10751,5070,450,9710,527,5701,6213,6034,7418,8140
428,393,314,4681,2856,10235,221,1040,10731,653,9496
429,3845,8116,11738,1536,8660,9999,7097,9939,383,4967
430,8010,3057,7289,9319,4371,11730,4347,2378,577,4050
431,702,1248,11779,4178,1296,10235,8962,12130,10129,8847
432,5812,7193,462,6814,11311,7210,9579,4425,7126,8864
433,8162,7243,6813,10156,6878,4371,6839,4574,12025,4667
434,5640,7529,1089,9910,4628,11774,10989,8720,626,664
435,7529,962,185,8757,90,5387,2881,8645,1144,7368
436,680,7631,9910,5380,8821,90,1080,960,12088,10894
437,5758,2701,7662,12133,4883,8963,8410,3813,1201,4706
438,7271,5873,702,5837,2369,6813,395,9704,1402,5732
439,4784,8916,1763,5257,6943,8224,1633,201,5932,7108
440,7098,9910,469,300,8193,2236,5113,8967,10927,9319
441,7246,4642,7093,12129,1654,7351,9385,2131,8301,8222
442,67,472,7504,2680,1924,9062,4531,8119,9274,6245
443,5276,6,9785,471,265,5948,7807,7144,5128,8145
444,5832,1799,9709,5536,491,715,4757,12528,12010,4585
445,10228,9788,4981,2865,4028,4109,1255,271,5814,9476
446,1009,4519,2067,5096,2335,5112,300,5819,1137,707
447,1442,307,5836,6263,5145,7739,56,109,3021,1234
448,1031,6820,3058,8698,1392,7891,1059,5414,4827,4100
449,8110,7627,11021,284,7659,12134,581,10256,6945,1764
450,4083,386,7348,6012,9783,5285,9215,647,3154,10899
451,962,518,7825,5836,7057,9704,12224,10230,9999,1175
452,600,5096,296,4917,10735,7984,7249,3885,9839,8224
453,2236,9710,7351,10235,221,10130,452,10264,1338,1378
